backend,control_type,style_id_checked_against,image_path,raw_extraction_json,mean_score
florence2,positive,Ladieswear || T-shirt || Jersey Basic || Black || Solid,data\images\0800691008.jpg,"{""product_type"": ""The image is of a black t-shirt with a round neckline and short sleeves. It appears to be made of a soft, textured fabric with a ribbed texture. The shirt is laid flat on a plain white background. There is a small white label on the front of the shirt with the brand name \""J.Crew\"" written in black."", ""colour_family"": ""The image is of a black t-shirt with a round neckline and short sleeves. It appears to be made of a soft, textured fabric with a ribbed texture. The shirt is laid flat on a plain white background. There is a small white label on the front of the shirt with the brand name \""J.Crew\"" written in black."", ""graphical_treatment"": ""The image is of a black t-shirt with a round neckline and short sleeves. It appears to be made of a soft, textured fabric with a ribbed texture. The shirt is laid flat on a plain white background. There is a small white label on the front of the shirt with the brand name \""J.Crew\"" written in black.""}",0.5666666666666667
florence2,negative,"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0843685001.jpg,"{""product_type"": ""The image is of a black t-shirt with a round neckline and short sleeves. The shirt appears to be made of a soft, lightweight fabric and has a relaxed fit. The front of the shirt has a V-neckline with a small V-shaped cutout in the center. The sleeves are slightly rolled up at the shoulders, giving the shirt a casual, relaxed look. The background is plain white, making the black shirt stand out."", ""colour_family"": ""The image is of a black t-shirt with a round neckline and short sleeves. The shirt appears to be made of a soft, lightweight fabric and has a relaxed fit. The front of the shirt has a V-neckline with a small V-shaped cutout in the center. The sleeves are slightly rolled up at the shoulders, giving the shirt a casual, relaxed look. The background is plain white, making the black shirt stand out."", ""graphical_treatment"": ""The image is of a black t-shirt with a round neckline and short sleeves. The shirt appears to be made of a soft, lightweight fabric and has a relaxed fit. The front of the shirt has a V-neckline with a small V-shaped cutout in the center. The sleeves are slightly rolled up at the shoulders, giving the shirt a casual, relaxed look. The background is plain white, making the black shirt stand out.""}",0.0
florence2,positive,"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0803986005.jpg,"{""product_type"": ""The image is of a red lace thong underwear. The thong is made of a delicate lace fabric with a scalloped edge and a low-rise waistband. The fabric appears to be soft and stretchy, with a subtle sheen that catches the light. The waistband is slightly flared at the bottom, creating a flattering silhouette. The overall look of the underwear is elegant and feminine."", ""colour_family"": ""The image is of a red lace thong underwear. The thong is made of a delicate lace fabric with a scalloped edge and a low-rise waistband. The fabric appears to be soft and stretchy, with a subtle sheen that catches the light. The waistband is slightly flared at the bottom, creating a flattering silhouette. The overall look of the underwear is elegant and feminine."", ""graphical_treatment"": ""The image is of a red lace thong underwear. The thong is made of a delicate lace fabric with a scalloped edge and a low-rise waistband. The fabric appears to be soft and stretchy, with a subtle sheen that catches the light. The waistband is slightly flared at the bottom, creating a flattering silhouette. The overall look of the underwear is elegant and feminine.""}",0.2992063492063492
florence2,negative,Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0803986005.jpg,"{""product_type"": ""The image is of a red lace thong underwear. The thong is made of a delicate lace fabric with a scalloped edge and a low-rise waistband. The fabric appears to be soft and stretchy, with a subtle sheen that catches the light. The waistband is slightly flared at the bottom, creating a flattering silhouette. The overall look of the underwear is elegant and feminine."", ""colour_family"": ""The image is of a red lace thong underwear. The thong is made of a delicate lace fabric with a scalloped edge and a low-rise waistband. The fabric appears to be soft and stretchy, with a subtle sheen that catches the light. The waistband is slightly flared at the bottom, creating a flattering silhouette. The overall look of the underwear is elegant and feminine."", ""graphical_treatment"": ""The image is of a red lace thong underwear. The thong is made of a delicate lace fabric with a scalloped edge and a low-rise waistband. The fabric appears to be soft and stretchy, with a subtle sheen that catches the light. The waistband is slightly flared at the bottom, creating a flattering silhouette. The overall look of the underwear is elegant and feminine.""}",0.2833333333333333
florence2,positive,"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0854384005.jpg,"{""product_type"": ""The image shows a pair of red lace underwear. The underwear is made of a soft, stretchy fabric and has a low-rise waistband with a scalloped edge. The lace is a deep, rich red color and appears to be made of lace with small, intricate details. The waistband is slightly flared at the top, creating a flattering silhouette. The panties are laid flat on a plain white background."", ""colour_family"": ""The image shows a pair of red lace underwear. The underwear is made of a soft, stretchy fabric and has a low-rise waistband with a scalloped edge. The lace is a deep, rich red color and appears to be made of lace with small, intricate details. The waistband is slightly flared at the top, creating a flattering silhouette. The panties are laid flat on a plain white background."", ""graphical_treatment"": ""The image shows a pair of red lace underwear. The underwear is made of a soft, stretchy fabric and has a low-rise waistband with a scalloped edge. The lace is a deep, rich red color and appears to be made of lace with small, intricate details. The waistband is slightly flared at the top, creating a flattering silhouette. The panties are laid flat on a plain white background.""}",0.2902777777777778
florence2,negative,Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0854384005.jpg,"{""product_type"": ""The image shows a pair of red lace underwear. The underwear is made of a soft, stretchy fabric and has a low-rise waistband with a scalloped edge. The lace is a deep, rich red color and appears to be made of lace with small, intricate details. The waistband is slightly flared at the top, creating a flattering silhouette. The panties are laid flat on a plain white background."", ""colour_family"": ""The image shows a pair of red lace underwear. The underwear is made of a soft, stretchy fabric and has a low-rise waistband with a scalloped edge. The lace is a deep, rich red color and appears to be made of lace with small, intricate details. The waistband is slightly flared at the top, creating a flattering silhouette. The panties are laid flat on a plain white background."", ""graphical_treatment"": ""The image shows a pair of red lace underwear. The underwear is made of a soft, stretchy fabric and has a low-rise waistband with a scalloped edge. The lace is a deep, rich red color and appears to be made of lace with small, intricate details. The waistband is slightly flared at the top, creating a flattering silhouette. The panties are laid flat on a plain white background.""}",0.2833333333333333
florence2,positive,"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0822311003.jpg,"{""product_type"": ""The image is of a pair of pink lace underwear. The underwear is made of a soft, delicate lace fabric and has a scalloped edge. The waistband is elastic and the thong is low-rise. The color of the underwear is a bright, coral pink. The background is plain white, making the underwear stand out."", ""colour_family"": ""The image is of a pair of pink lace underwear. The underwear is made of a soft, delicate lace fabric and has a scalloped edge. The waistband is elastic and the thong is low-rise. The color of the underwear is a bright, coral pink. The background is plain white, making the underwear stand out."", ""graphical_treatment"": ""The image is of a pair of pink lace underwear. The underwear is made of a soft, delicate lace fabric and has a scalloped edge. The waistband is elastic and the thong is low-rise. The color of the underwear is a bright, coral pink. The background is plain white, making the underwear stand out.""}",0.00980392156862745
florence2,negative,Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0822311003.jpg,"{""product_type"": ""The image is of a pair of pink lace underwear. The underwear is made of a soft, delicate lace fabric and has a scalloped edge. The waistband is elastic and the thong is low-rise. The color of the underwear is a bright, coral pink. The background is plain white, making the underwear stand out."", ""colour_family"": ""The image is of a pair of pink lace underwear. The underwear is made of a soft, delicate lace fabric and has a scalloped edge. The waistband is elastic and the thong is low-rise. The color of the underwear is a bright, coral pink. The background is plain white, making the underwear stand out."", ""graphical_treatment"": ""The image is of a pair of pink lace underwear. The underwear is made of a soft, delicate lace fabric and has a scalloped edge. The waistband is elastic and the thong is low-rise. The color of the underwear is a bright, coral pink. The background is plain white, making the underwear stand out.""}",0.0
florence2,positive,"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0798407002.jpg,"{""product_type"": ""The image is of a red lace thong underwear. The thong is made of a delicate lace fabric and has a low-rise waistband with a scalloped edge. The fabric appears to be soft and stretchy, with a subtle sheen that catches the light. The waistband is slightly flared at the top, creating a flattering silhouette. The background is plain white, making the red color of the underwear stand out."", ""colour_family"": ""The image is of a red lace thong underwear. The thong is made of a delicate lace fabric and has a low-rise waistband with a scalloped edge. The fabric appears to be soft and stretchy, with a subtle sheen that catches the light. The waistband is slightly flared at the top, creating a flattering silhouette. The background is plain white, making the red color of the underwear stand out."", ""graphical_treatment"": ""The image is of a red lace thong underwear. The thong is made of a delicate lace fabric and has a low-rise waistband with a scalloped edge. The fabric appears to be soft and stretchy, with a subtle sheen that catches the light. The waistband is slightly flared at the top, creating a flattering silhouette. The background is plain white, making the red color of the underwear stand out.""}",0.2905797101449275
florence2,negative,Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0798407002.jpg,"{""product_type"": ""The image is of a red lace thong underwear. The thong is made of a delicate lace fabric and has a low-rise waistband with a scalloped edge. The fabric appears to be soft and stretchy, with a subtle sheen that catches the light. The waistband is slightly flared at the top, creating a flattering silhouette. The background is plain white, making the red color of the underwear stand out."", ""colour_family"": ""The image is of a red lace thong underwear. The thong is made of a delicate lace fabric and has a low-rise waistband with a scalloped edge. The fabric appears to be soft and stretchy, with a subtle sheen that catches the light. The waistband is slightly flared at the top, creating a flattering silhouette. The background is plain white, making the red color of the underwear stand out."", ""graphical_treatment"": ""The image is of a red lace thong underwear. The thong is made of a delicate lace fabric and has a low-rise waistband with a scalloped edge. The fabric appears to be soft and stretchy, with a subtle sheen that catches the light. The waistband is slightly flared at the top, creating a flattering silhouette. The background is plain white, making the red color of the underwear stand out.""}",0.2833333333333333
florence2,positive,"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0826955010.jpg,"{""product_type"": ""The image is of a pair of women's underwear in a coral pink color. The underwear is made of a soft, lace-like fabric and has a low-rise waistband with a ribbed texture. The front of the underwear has a V-neckline with a lace trim along the edges. The fabric appears to be soft and stretchy, with a subtle sheen. The background is plain white, making the underwear stand out."", ""colour_family"": ""The image is of a pair of women's underwear in a coral pink color. The underwear is made of a soft, lace-like fabric and has a low-rise waistband with a ribbed texture. The front of the underwear has a V-neckline with a lace trim along the edges. The fabric appears to be soft and stretchy, with a subtle sheen. The background is plain white, making the underwear stand out."", ""graphical_treatment"": ""The image is of a pair of women's underwear in a coral pink color. The underwear is made of a soft, lace-like fabric and has a low-rise waistband with a ribbed texture. The front of the underwear has a V-neckline with a lace trim along the edges. The fabric appears to be soft and stretchy, with a subtle sheen. The background is plain white, making the underwear stand out.""}",0.007575757575757576
florence2,negative,Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0826955010.jpg,"{""product_type"": ""The image is of a pair of women's underwear in a coral pink color. The underwear is made of a soft, lace-like fabric and has a low-rise waistband with a ribbed texture. The front of the underwear has a V-neckline with a lace trim along the edges. The fabric appears to be soft and stretchy, with a subtle sheen. The background is plain white, making the underwear stand out."", ""colour_family"": ""The image is of a pair of women's underwear in a coral pink color. The underwear is made of a soft, lace-like fabric and has a low-rise waistband with a ribbed texture. The front of the underwear has a V-neckline with a lace trim along the edges. The fabric appears to be soft and stretchy, with a subtle sheen. The background is plain white, making the underwear stand out."", ""graphical_treatment"": ""The image is of a pair of women's underwear in a coral pink color. The underwear is made of a soft, lace-like fabric and has a low-rise waistband with a ribbed texture. The front of the underwear has a V-neckline with a lace trim along the edges. The fabric appears to be soft and stretchy, with a subtle sheen. The background is plain white, making the underwear stand out.""}",0.0
florence2,positive,"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0736531016.jpg,"{""product_type"": ""The image is of a red lace thong underwear. The thong is made of a soft, delicate lace fabric and has a low-rise waistband. The lace is intricately designed with a floral pattern in shades of pink, red, and white. The fabric appears to be soft and stretchy, with a slight sheen to it. The background is plain white, making the thong stand out."", ""colour_family"": ""The image is of a red lace thong underwear. The thong is made of a soft, delicate lace fabric and has a low-rise waistband. The lace is intricately designed with a floral pattern in shades of pink, red, and white. The fabric appears to be soft and stretchy, with a slight sheen to it. The background is plain white, making the thong stand out."", ""graphical_treatment"": ""The image is of a red lace thong underwear. The thong is made of a soft, delicate lace fabric and has a low-rise waistband. The lace is intricately designed with a floral pattern in shades of pink, red, and white. The fabric appears to be soft and stretchy, with a slight sheen to it. The background is plain white, making the thong stand out.""}",0.2833333333333333
florence2,negative,Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0736531016.jpg,"{""product_type"": ""The image is of a red lace thong underwear. The thong is made of a soft, delicate lace fabric and has a low-rise waistband. The lace is intricately designed with a floral pattern in shades of pink, red, and white. The fabric appears to be soft and stretchy, with a slight sheen to it. The background is plain white, making the thong stand out."", ""colour_family"": ""The image is of a red lace thong underwear. The thong is made of a soft, delicate lace fabric and has a low-rise waistband. The lace is intricately designed with a floral pattern in shades of pink, red, and white. The fabric appears to be soft and stretchy, with a slight sheen to it. The background is plain white, making the thong stand out."", ""graphical_treatment"": ""The image is of a red lace thong underwear. The thong is made of a soft, delicate lace fabric and has a low-rise waistband. The lace is intricately designed with a floral pattern in shades of pink, red, and white. The fabric appears to be soft and stretchy, with a slight sheen to it. The background is plain white, making the thong stand out.""}",0.2833333333333333
florence2,positive,"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0798416002.jpg,"{""product_type"": ""The image is of a red lace thong with two red ribbons tied around the waist. The thong is made of a delicate lace fabric with a floral pattern in shades of red and white. The ribbons are tied in a bow at the top, creating a symmetrical and elegant look. The background is plain white, making the red color of the thong stand out."", ""colour_family"": ""The image is of a red lace thong with two red ribbons tied around the waist. The thong is made of a delicate lace fabric with a floral pattern in shades of red and white. The ribbons are tied in a bow at the top, creating a symmetrical and elegant look. The background is plain white, making the red color of the thong stand out."", ""graphical_treatment"": ""The image is of a red lace thong with two red ribbons tied around the waist. The thong is made of a delicate lace fabric with a floral pattern in shades of red and white. The ribbons are tied in a bow at the top, creating a symmetrical and elegant look. The background is plain white, making the red color of the thong stand out.""}",0.2833333333333333
florence2,negative,Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0798416002.jpg,"{""product_type"": ""The image is of a red lace thong with two red ribbons tied around the waist. The thong is made of a delicate lace fabric with a floral pattern in shades of red and white. The ribbons are tied in a bow at the top, creating a symmetrical and elegant look. The background is plain white, making the red color of the thong stand out."", ""colour_family"": ""The image is of a red lace thong with two red ribbons tied around the waist. The thong is made of a delicate lace fabric with a floral pattern in shades of red and white. The ribbons are tied in a bow at the top, creating a symmetrical and elegant look. The background is plain white, making the red color of the thong stand out."", ""graphical_treatment"": ""The image is of a red lace thong with two red ribbons tied around the waist. The thong is made of a delicate lace fabric with a floral pattern in shades of red and white. The ribbons are tied in a bow at the top, creating a symmetrical and elegant look. The background is plain white, making the red color of the thong stand out.""}",0.2833333333333333
florence2,positive,"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0841185002.jpg,"{""product_type"": ""The image is of a pair of pink lace underwear. The underwear is a low-rise style with a thong-style waistband. The lace is intricately designed with a scalloped edge and a floral pattern. The fabric appears to be soft and delicate, with a subtle sheen. The waistband is slightly flared at the bottom, creating a flattering silhouette. The overall look of the underwear is feminine and feminine."", ""colour_family"": ""The image is of a pair of pink lace underwear. The underwear is a low-rise style with a thong-style waistband. The lace is intricately designed with a scalloped edge and a floral pattern. The fabric appears to be soft and delicate, with a subtle sheen. The waistband is slightly flared at the bottom, creating a flattering silhouette. The overall look of the underwear is feminine and feminine."", ""graphical_treatment"": ""The image is of a pair of pink lace underwear. The underwear is a low-rise style with a thong-style waistband. The lace is intricately designed with a scalloped edge and a floral pattern. The fabric appears to be soft and delicate, with a subtle sheen. The waistband is slightly flared at the bottom, creating a flattering silhouette. The overall look of the underwear is feminine and feminine.""}",0.29883720930232555
florence2,negative,Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0841185002.jpg,"{""product_type"": ""The image is of a pair of pink lace underwear. The underwear is a low-rise style with a thong-style waistband. The lace is intricately designed with a scalloped edge and a floral pattern. The fabric appears to be soft and delicate, with a subtle sheen. The waistband is slightly flared at the bottom, creating a flattering silhouette. The overall look of the underwear is feminine and feminine."", ""colour_family"": ""The image is of a pair of pink lace underwear. The underwear is a low-rise style with a thong-style waistband. The lace is intricately designed with a scalloped edge and a floral pattern. The fabric appears to be soft and delicate, with a subtle sheen. The waistband is slightly flared at the bottom, creating a flattering silhouette. The overall look of the underwear is feminine and feminine."", ""graphical_treatment"": ""The image is of a pair of pink lace underwear. The underwear is a low-rise style with a thong-style waistband. The lace is intricately designed with a scalloped edge and a floral pattern. The fabric appears to be soft and delicate, with a subtle sheen. The waistband is slightly flared at the bottom, creating a flattering silhouette. The overall look of the underwear is feminine and feminine.""}",0.2833333333333333
florence2,positive,Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0863646003.jpg,"{""product_type"": ""The image is of a beige-colored sweater with a V-neck and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a relaxed fit. It has a round neckline and a slightly flared hemline. The color of the sweater is a warm, earthy beige with a subtle sheen. There is a small white label on the front of the neckline with the brand name \""J.Crew\"" written in"", ""colour_family"": ""The image is of a beige-colored sweater with a V-neck and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a relaxed fit. It has a round neckline and a slightly flared hemline. The color of the sweater is a warm, earthy beige with a subtle sheen. There is a small white label on the front of the neckline with the brand name \""J.Crew\"" written in"", ""graphical_treatment"": ""The image is of a beige-colored sweater with a V-neck and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a relaxed fit. It has a round neckline and a slightly flared hemline. The color of the sweater is a warm, earthy beige with a subtle sheen. There is a small white label on the front of the neckline with the brand name \""J.Crew\"" written in""}",0.5666666666666667
florence2,negative,Ladieswear || T-shirt || Jersey Basic || Black || Solid,data\images\0863646003.jpg,"{""product_type"": ""The image is of a beige-colored sweater with a V-neck and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a relaxed fit. It has a round neckline and a slightly flared hemline. The color of the sweater is a warm, earthy beige with a subtle sheen. There is a small white label on the front of the neckline with the brand name \""J.Crew\"" written in"", ""colour_family"": ""The image is of a beige-colored sweater with a V-neck and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a relaxed fit. It has a round neckline and a slightly flared hemline. The color of the sweater is a warm, earthy beige with a subtle sheen. There is a small white label on the front of the neckline with the brand name \""J.Crew\"" written in"", ""graphical_treatment"": ""The image is of a beige-colored sweater with a V-neck and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a relaxed fit. It has a round neckline and a slightly flared hemline. The color of the sweater is a warm, earthy beige with a subtle sheen. There is a small white label on the front of the neckline with the brand name \""J.Crew\"" written in""}",0.0
